engine,query_id,repetition,planner_ms,planner_binding_ms,optimizer_ms,physical_planner_ms,status
duckdb,query_83,3,0.8810,0.8391,1.2174,0.1886,ok
duckdb,query_84,3,0.9162,0.8964,0.7671,0.1285,ok
duckdb,query_85,3,0.4002,0.3950,0.6563,0.0825,ok
duckdb,query_86,3,0.5166,0.5133,0.6631,0.0876,ok
duckdb,query_87,3,0.7584,0.7543,4.6362,0.1713,ok
duckdb,query_88,3,0.6785,0.6759,0.7747,0.0755,ok
duckdb,query_89,3,0.4842,0.4813,0.6902,0.0806,ok
duckdb,query_9,3,0.5183,0.5045,2.0846,0.1208,ok
duckdb,query_90,3,0.5318,0.5277,1.2596,0.1481,ok
duckdb,query_91,3,0.5048,0.5021,1.1923,0.0724,ok
duckdb,query_92,3,0.6006,0.5756,1.9291,0.1449,ok
duckdb,query_93,3,1.5736,1.5254,1.5599,0.2078,ok
duckdb,query_94,3,1.2044,1.2007,1.3264,0.1222,ok
duckdb,query_95,3,0.5433,0.5402,0.8614,0.1277,ok
duckdb,query_96,3,1.0619,1.0238,1.0799,0.1301,ok
duckdb,query_97,3,0.6503,0.6471,1.5586,0.0991,ok
duckdb,query_98,3,1.1758,1.1248,8.5003,0.2423,ok
duckdb,query_99,3,0.6002,0.5961,0.7155,0.1182,ok
