engine,query_name,run_idx,execution_time_s
duckdb,query_16.sql,7,0.404685
duckdb,query_17.sql,7,1.116876
duckdb,query_18.sql,7,0.474019
duckdb,query_19.sql,7,0.997630
duckdb,query_20.sql,7,0.389968
duckdb,query_21.sql,7,0.326433
duckdb,query_22.sql,7,2.323498
duckdb,query_23.sql,7,3.935114
duckdb,query_24.sql,7,0.797859
duckdb,query_25.sql,7,1.119575
duckdb,query_26.sql,7,0.463242
duckdb,query_27.sql,7,1.129685
duckdb,query_28.sql,7,0.954630
duckdb,query_29.sql,7,1.014339
duckdb,query_30.sql,7,0.497559
duckdb,query_31.sql,7,0.726182
duckdb,query_32.sql,7,0.313981
duckdb,query_33.sql,7,0.996108
duckdb,query_34.sql,7,0.810982
duckdb,query_35.sql,7,1.065866
duckdb,query_36.sql,7,0.872906
duckdb,query_37.sql,7,0.975894
duckdb,query_38.sql,7,0.917845
duckdb,query_39.sql,7,0.507715
duckdb,query_40.sql,7,0.471908
duckdb,query_41.sql,7,0.248728
duckdb,query_42.sql,7,0.634047
duckdb,query_43.sql,7,0.684136
duckdb,query_44.sql,7,0.685135
duckdb,query_45.sql,7,0.512573
duckdb,query_46.sql,7,0.992564
duckdb,query_47.sql,7,2.052990
duckdb,query_48.sql,7,0.850265
duckdb,query_49.sql,7,1.248220
duckdb,query_50.sql,7,0.785972
duckdb,query_51.sql,7,3.692018
duckdb,query_52.sql,7,0.688501
duckdb,query_53.sql,7,0.693373
duckdb,query_54.sql,7,0.854329
duckdb,query_55.sql,7,0.649474
duckdb,query_56.sql,7,0.943621
duckdb,query_57.sql,7,1.141712
duckdb,query_58.sql,7,1.096819
duckdb,query_60.sql,7,0.927991
duckdb,query_61.sql,7,0.294413
duckdb,query_62.sql,7,0.476506
duckdb,query_63.sql,7,0.661304
duckdb,query_64.sql,7,2.124640
duckdb,query_65.sql,7,1.460716
duckdb,query_66.sql,7,0.713085
duckdb,query_67.sql,7,7.301893
duckdb,query_68.sql,7,1.054232
duckdb,query_69.sql,7,0.769134
duckdb,query_70.sql,7,0.787218
duckdb,query_71.sql,7,0.992753
duckdb,query_72.sql,7,1.205416
duckdb,query_73.sql,7,0.738860
duckdb,query_74.sql,7,1.250173
duckdb,query_75.sql,7,2.163869
duckdb,query_76.sql,7,1.110320
duckdb,query_77.sql,7,0.784372
duckdb,query_78.sql,7,3.188205
duckdb,query_79.sql,7,0.795480
duckdb,query_80.sql,7,1.614078
duckdb,query_81.sql,7,0.658267
duckdb,query_82.sql,7,0.626385
duckdb,query_83.sql,7,0.426621
duckdb,query_84.sql,7,0.374380
duckdb,query_85.sql,7,0.690005
duckdb,query_86.sql,7,0.606956
duckdb,query_87.sql,7,0.920203
duckdb,query_88.sql,7,1.033069
duckdb,query_89.sql,7,0.783407
duckdb,query_90.sql,7,0.308261
duckdb,query_91.sql,7,0.321292
duckdb,query_92.sql,7,0.474413
duckdb,query_93.sql,7,2.172834
duckdb,query_94.sql,7,0.547454
duckdb,query_95.sql,7,1.473642
duckdb,query_96.sql,7,0.458843
duckdb,query_97.sql,7,1.555741
