suite,query_id,phase,latency_ms,status,n_rows,err
prodds,query_24,measured,49.168,ok,420,
prodds,query_25,measured,36.965,ok,1,
prodds,query_26,measured,190.433,ok,215,
prodds,query_27,measured,70.307,ok,1000,
prodds,query_28,measured,154.961,ok,3491,
prodds,query_29,measured,114.895,ok,100,
prodds,query_3,measured,487.386,ok,3109,
prodds,query_30,measured,121.776,empty,0,
prodds,query_31,measured,30.932,empty,0,
prodds,query_32,measured,109.587,ok,15243,
prodds,query_33,measured,95.504,ok,31,
prodds,query_34,measured,72.835,ok,7,
prodds,query_35,measured,640.601,ok,1100,
prodds,query_36,measured,70.663,ok,1,
prodds,query_37,measured,219.499,ok,2001,
prodds,query_38,measured,146.789,ok,1,
prodds,query_39,measured,193.031,ok,10,
prodds,query_4,measured,22.431,empty,0,
prodds,query_40,measured,31.622,ok,1,
prodds,query_41,measured,159.144,empty,0,
prodds,query_42,measured,454.705,ok,55286,
prodds,query_43,measured,192.428,ok,1,
prodds,query_44,measured,54.064,ok,1,
prodds,query_45,measured,95.599,ok,14533,
prodds,query_46,measured,20476.786,ok,4508774,
prodds,query_47,measured,467.635,ok,44965,
prodds,query_48,measured,188.713,ok,93588,
prodds,query_49,measured,46.057,ok,1,
prodds,query_5,measured,107.845,ok,2433,
prodds,query_50,measured,72.135,ok,288,
prodds,query_51,measured,226.072,empty,0,
prodds,query_52,measured,39.239,empty,0,
prodds,query_53,measured,109.106,ok,4,
prodds,query_54,measured,135.364,ok,1,
prodds,query_55,measured,1092.170,ok,203740,
prodds,query_56,measured,167.317,ok,3192,
prodds,query_57,measured,122.573,ok,226,
prodds,query_58,measured,109.637,empty,0,
prodds,query_59,measured,164.654,ok,5423,
prodds,query_6,measured,110.084,ok,433,
prodds,query_60,measured,81.990,empty,0,
prodds,query_61,measured,62.898,ok,29,
prodds,query_62,measured,33.571,ok,41,
prodds,query_63,measured,336.756,empty,0,
prodds,query_64,measured,9.371,empty,0,
prodds,query_65,measured,12.954,empty,0,
prodds,query_66,measured,122.221,ok,1,
prodds,query_67,measured,41.858,ok,19,
prodds,query_68,measured,104.225,ok,1,
prodds,query_69,measured,419.108,ok,14157,
prodds,query_7,measured,54.827,ok,1,
prodds,query_70,measured,754.830,ok,111762,
prodds,query_71,measured,171.774,ok,10000,
prodds,query_72,measured,146.605,ok,10757,
prodds,query_73,measured,72.760,ok,2123,
prodds,query_74,measured,79.044,ok,1,
prodds,query_75,measured,107.063,ok,5,
prodds,query_76,measured,151.055,ok,4259,
prodds,query_77,measured,125.974,ok,1,
prodds,query_78,measured,29.518,ok,14,
prodds,query_79,measured,57.838,ok,28,
prodds,query_8,measured,103.500,ok,14940,
prodds,query_80,measured,29.949,ok,1094,
prodds,query_81,measured,110.231,empty,0,
prodds,query_82,measured,41.087,ok,120,
prodds,query_83,measured,62.050,ok,1579,
prodds,query_84,measured,91.357,ok,2513,
prodds,query_85,measured,94.752,ok,8308,
prodds,query_86,measured,72.399,ok,4407,
prodds,query_87,measured,182.109,empty,0,
prodds,query_88,measured,47.442,empty,0,
prodds,query_89,measured,13.543,empty,0,
prodds,query_9,measured,129.880,ok,2,
prodds,query_90,measured,40.883,ok,1,
prodds,query_91,measured,80.006,ok,1,
prodds,query_92,measured,12.192,empty,0,
prodds,query_93,measured,297.047,empty,0,
prodds,query_94,measured,151.039,ok,840,
prodds,query_95,measured,79.738,empty,0,
prodds,query_96,measured,99.474,ok,207,
prodds,query_97,measured,123.977,ok,1,
prodds,query_98,measured,77.682,ok,820,
prodds,query_99,measured,62.838,ok,651,
prodds,query_join_J100,measured,53925.966,ok,2875432,
prodds,query_join_J200,measured,96111.033,ok,2875432,
prodds,query_join_J50,measured,39407.465,ok,2875432,
prodds,query_union_U10,measured,6997.639,ok,3541651,
prodds,query_union_U2,measured,934.049,ok,490088,
prodds,query_union_U20,measured,15259.988,ok,7674881,
prodds,query_union_U200,measured,169845.704,ok,87390461,
prodds,query_union_U5,measured,2430.654,ok,1264259,
dsb,agg_queries__s0_q00,measured,56.116,ok,8,
dsb,agg_queries__s0_q01,measured,114.212,empty,0,
dsb,agg_queries__s0_q02,measured,126.857,empty,0,
dsb,agg_queries__s0_q03,measured,48.623,ok,4,
dsb,agg_queries__s0_q04,measured,15.276,empty,0,
dsb,agg_queries__s0_q05,measured,79.151,ok,1,
dsb,agg_queries__s0_q06,measured,112.170,ok,16,
dsb,agg_queries__s0_q07,measured,218.573,ok,30,
dsb,agg_queries__s0_q08,measured,35.960,ok,1,
dsb,agg_queries__s0_q09,measured,55.616,ok,9,
dsb,agg_queries__s0_q10,measured,36.064,ok,100,
dsb,agg_queries__s0_q11,measured,69.521,ok,2,
dsb,agg_queries__s0_q12,measured,54.010,ok,93,
dsb,agg_queries__s0_q13,measured,76.8,ok,100,
dsb,agg_queries__s0_q14,measured,17.156,ok,10,
dsb,agg_queries__s1_q00,measured,30.551,ok,100,
dsb,agg_queries__s1_q01,measured,22.700,ok,12,
dsb,agg_queries__s1_q02,measured,39.5,empty,0,
dsb,agg_queries__s1_q03,measured,71.989,empty,0,
dsb,agg_queries__s1_q04,measured,62.749,ok,1,
dsb,agg_queries__s1_q05,measured,26.581,empty,0,
dsb,agg_queries__s1_q06,measured,62.133,ok,17,
dsb,agg_queries__s1_q07,measured,83.212,ok,22,
dsb,agg_queries__s1_q08,measured,23.609,ok,2,
dsb,agg_queries__s1_q09,measured,130.176,empty,0,
dsb,agg_queries__s1_q10,measured,13.102,ok,1,
dsb,agg_queries__s1_q11,measured,58.812,ok,1,
dsb,agg_queries__s1_q12,measured,41.935,ok,7,
dsb,agg_queries__s1_q13,measured,267.611,ok,30,
dsb,agg_queries__s1_q14,measured,73.506,ok,1,
dsb,multi_block_queries__s0_q00,measured,27.540,ok,1,
dsb,multi_block_queries__s0_q01,measured,156.745,ok,100,
dsb,multi_block_queries__s0_q02,measured,22.659,empty,0,
dsb,multi_block_queries__s0_q03,measured,29.1,empty,0,
dsb,multi_block_queries__s0_q04,measured,44.097,empty,0,
dsb,multi_block_queries__s0_q05,measured,90.338,empty,0,
dsb,multi_block_queries__s0_q06,measured,146.465,ok,1,
dsb,multi_block_queries__s0_q07,measured,44.979,empty,0,
dsb,multi_block_queries__s0_q08,measured,32.002,ok,1,
dsb,multi_block_queries__s0_q09,measured,19.611,empty,0,
dsb,multi_block_queries__s0_q10,measured,39.057,ok,1,
dsb,multi_block_queries__s0_q11,measured,49.114,empty,0,
dsb,multi_block_queries__s0_q12,measured,19.873,empty,0,
dsb,multi_block_queries__s0_q13,measured,55.768,ok,1,
dsb,multi_block_queries__s0_q14,measured,89.532,empty,0,
dsb,multi_block_queries__s0_q15,measured,94.778,ok,100,
dsb,multi_block_queries__s0_q16,measured,32.193,ok,1,
dsb,multi_block_queries__s0_q17,measured,27.219,empty,0,
dsb,multi_block_queries__s0_q18,measured,68.329,ok,21,
dsb,multi_block_queries__s0_q19,measured,62.462,ok,100,
dsb,multi_block_queries__s0_q20,measured,58.751,ok,7,
dsb,multi_block_queries__s0_q21,measured,50.280,ok,59,
dsb,multi_block_queries__s1_q00,measured,175.922,ok,1,
dsb,multi_block_queries__s1_q01,measured,55.765,empty,0,
dsb,multi_block_queries__s1_q02,measured,24.513,ok,1,
dsb,multi_block_queries__s1_q03,measured,38.982,ok,1,
dsb,multi_block_queries__s1_q04,measured,15.733,empty,0,
dsb,multi_block_queries__s1_q05,measured,21.742,empty,0,
dsb,multi_block_queries__s1_q06,measured,35.7,empty,0,
dsb,multi_block_queries__s1_q07,measured,32.222,ok,1,
dsb,multi_block_queries__s1_q08,measured,43.431,empty,0,
dsb,multi_block_queries__s1_q09,measured,39.699,empty,0,
dsb,multi_block_queries__s1_q10,measured,85.593,ok,100,
dsb,multi_block_queries__s1_q11,measured,68.372,empty,0,
dsb,multi_block_queries__s1_q12,measured,71.953,ok,13,
dsb,multi_block_queries__s1_q13,measured,48.491,empty,0,
dsb,multi_block_queries__s1_q14,measured,115.623,ok,100,
dsb,multi_block_queries__s1_q15,measured,80.758,ok,90,
dsb,multi_block_queries__s1_q16,measured,60.225,ok,20,
dsb,multi_block_queries__s1_q17,measured,132.779,empty,0,
dsb,multi_block_queries__s1_q18,measured,19.661,empty,0,
dsb,multi_block_queries__s1_q19,measured,83.777,ok,80,
dsb,multi_block_queries__s1_q20,measured,42.648,ok,1,
dsb,multi_block_queries__s1_q21,measured,68.294,ok,1,
dsb,spj_queries__s0_q00,measured,25.961,ok,1,
dsb,spj_queries__s0_q01,measured,71.032,ok,1,
dsb,spj_queries__s0_q02,measured,86.998,ok,1,
dsb,spj_queries__s0_q03,measured,35.775,ok,1,
dsb,spj_queries__s0_q04,measured,12.323,ok,1,
dsb,spj_queries__s0_q05,measured,60.436,ok,1,
dsb,spj_queries__s0_q06,measured,81.932,ok,1,
dsb,spj_queries__s0_q07,measured,137.679,ok,1,
dsb,spj_queries__s0_q08,measured,10.804,ok,1,
dsb,spj_queries__s0_q09,measured,24.685,ok,1,
dsb,spj_queries__s0_q10,measured,26.554,ok,1,
dsb,spj_queries__s0_q11,measured,51.845,ok,1,
dsb,spj_queries__s0_q12,measured,50.187,ok,1,
dsb,spj_queries__s0_q13,measured,64.647,ok,1,
dsb,spj_queries__s0_q14,measured,9.557,ok,1,
dsb,spj_queries__s1_q00,measured,23.652,ok,1,
dsb,spj_queries__s1_q01,measured,10.633,ok,1,
dsb,spj_queries__s1_q02,measured,49.927,ok,1,
dsb,spj_queries__s1_q03,measured,91.696,ok,1,
dsb,spj_queries__s1_q04,measured,65.064,ok,1,
dsb,spj_queries__s1_q05,measured,28.885,ok,1,
dsb,spj_queries__s1_q06,measured,45.127,ok,1,
dsb,spj_queries__s1_q07,measured,81.021,ok,1,
dsb,spj_queries__s1_q08,measured,14.524,ok,1,
dsb,spj_queries__s1_q09,measured,113.415,ok,1,
dsb,spj_queries__s1_q10,measured,29.148,ok,1,
dsb,spj_queries__s1_q11,measured,54.909,ok,1,
dsb,spj_queries__s1_q12,measured,41.649,ok,1,
dsb,spj_queries__s1_q13,measured,44.881,ok,1,
dsb,spj_queries__s1_q14,measured,55.636,ok,1,
job,10a,measured,39.569,ok,1,
job,10b,measured,24.166,ok,1,
job,10c,measured,64.014,ok,1,
job,11a,measured,16.888,ok,1,
job,11b,measured,26.049,ok,1,
job,11c,measured,25.299,ok,1,
job,11d,measured,21.761,ok,1,
job,12a,measured,46.676,ok,1,
job,12b,measured,34.039,ok,1,
job,12c,measured,55.115,ok,1,
job,13a,measured,36.538,ok,1,
job,13b,measured,49.108,ok,1,
job,13c,measured,31.985,ok,1,
job,13d,measured,38.594,ok,1,
job,14a,measured,74.728,ok,1,
job,14b,measured,49.825,ok,1,
job,14c,measured,93.421,ok,1,
job,15a,warmup,,error,0,"Parser Error: syntax error at or near ""at""

LINE 3: FROM aka_title AS at,
                          ^"
job,15b,warmup,,error,0,"Parser Error: syntax error at or near ""at""

LINE 3: FROM aka_title AS at,
                          ^"
job,15c,warmup,,error,0,"Parser Error: syntax error at or near ""at""

LINE 3: FROM aka_title AS at,
                          ^"
job,15d,warmup,,error,0,"Parser Error: syntax error at or near "".""

LINE 1: SELECT MIN(at.title) AS aka_title,
                     ^"
job,16a,measured,26.086,ok,1,
job,16b,measured,109.924,ok,1,
job,16c,measured,59.495,ok,1,
job,16d,measured,59.712,ok,1,
job,17a,measured,72.909,ok,1,
job,17b,measured,81.810,ok,1,
job,17c,measured,73.455,ok,1,
job,17d,measured,75.509,ok,1,
job,17e,measured,74.882,ok,1,
job,17f,measured,81.794,ok,1,
job,18a,measured,137.327,ok,1,
job,18b,measured,72.219,ok,1,
job,18c,measured,107.855,ok,1,
job,19a,measured,94.515,ok,1,
job,19b,measured,97.829,ok,1,
job,19c,measured,82.216,ok,1,
job,19d,measured,64.483,ok,1,
job,1a,measured,27.612,ok,1,
job,1b,measured,16.929,ok,1,
job,1c,measured,16.643,ok,1,
job,1d,measured,17.603,ok,1,
job,20a,measured,129.753,ok,1,
job,20b,measured,104.237,ok,1,
job,20c,measured,111.223,ok,1,
job,21a,measured,37.797,ok,1,
job,21b,measured,31.992,ok,1,
job,21c,measured,41.724,ok,1,
job,22a,measured,110.649,ok,1,
job,22b,measured,108.967,ok,1,
job,22c,measured,138.021,ok,1,
job,22d,measured,151.481,ok,1,
job,23a,measured,48.840,ok,1,
job,23b,measured,59.602,ok,1,
job,23c,measured,57.694,ok,1,
job,24a,measured,62.069,ok,1,
job,24b,measured,33.771,ok,1,
job,25a,measured,129.814,ok,1,
job,25b,measured,59.647,ok,1,
job,25c,measured,207.073,ok,1,
job,26a,measured,106.558,ok,1,
job,26b,measured,74.612,ok,1,
job,26c,measured,134.215,ok,1,
job,27a,measured,33.892,ok,1,
job,27b,measured,27.661,ok,1,
job,27c,measured,40.508,ok,1,
job,28a,measured,132.909,ok,1,
job,28b,measured,94.636,ok,1,
job,28c,measured,130.464,ok,1,
job,29a,measured,53.523,ok,1,
job,29b,measured,49.974,ok,1,
job,29c,measured,71.961,ok,1,
job,2a,measured,39.470,ok,1,
job,2b,measured,35.012,ok,1,
job,2c,measured,22.114,ok,1,
job,2d,measured,39.314,ok,1,
job,30a,measured,100.698,ok,1,
job,30b,measured,54.473,ok,1,
job,30c,measured,147.843,ok,1,
job,31a,measured,134.068,ok,1,
job,31b,measured,70.334,ok,1,
job,31c,measured,184.168,ok,1,
job,32a,measured,11.339,ok,1,
job,32b,measured,27.905,ok,1,
job,33a,measured,24.666,ok,1,
job,33b,measured,31.492,ok,1,
job,33c,measured,29.614,ok,1,
job,3a,measured,47.609,ok,1,
job,3b,measured,29.133,ok,1,
job,3c,measured,70.226,ok,1,
job,4a,measured,75.719,ok,1,
job,4b,measured,27.578,ok,1,
job,4c,measured,108.821,ok,1,
job,5a,measured,44.262,ok,1,
job,5b,measured,34.492,ok,1,
job,5c,measured,64.074,ok,1,
job,6a,measured,51.459,ok,1,
job,6b,measured,33.773,ok,1,
job,6c,measured,31.059,ok,1,
job,6d,measured,48.459,ok,1,
job,6e,measured,54.131,ok,1,
job,6f,measured,112.737,ok,1,
job,7a,measured,55.227,ok,1,
job,7b,measured,35.984,ok,1,
job,7c,measured,464.116,ok,1,
job,8a,measured,67.930,ok,1,
job,8b,measured,103.194,ok,1,
job,8c,measured,126.458,ok,1,
job,8d,measured,105.556,ok,1,
job,9a,measured,140.217,ok,1,
job,9b,measured,118.697,ok,1,
job,9c,measured,93.808,ok,1,
job,9d,measured,90.200,ok,1,
clickbench,q00,measured,2.212,ok,1,
clickbench,q01,measured,58.390,ok,1,
clickbench,q02,measured,9.977,ok,1,
clickbench,q03,measured,13.505,ok,1,
clickbench,q04,measured,88.961,ok,1,
clickbench,q05,measured,115.409,ok,1,
clickbench,q06,measured,2.189,ok,1,
clickbench,q07,measured,3.108,ok,18,
clickbench,q08,measured,119.961,ok,10,
clickbench,q09,measured,153.998,ok,10,
clickbench,q10,measured,30.693,ok,10,
clickbench,q11,measured,34.186,ok,10,
clickbench,q12,measured,88.742,ok,10,
clickbench,q13,measured,165.255,ok,10,
clickbench,q14,measured,91.287,ok,10,
clickbench,q15,measured,99.074,ok,10,
clickbench,q16,measured,190.096,ok,10,
clickbench,q17,measured,192.238,ok,10,
clickbench,q18,measured,327.824,ok,10,
clickbench,q19,measured,7.698,ok,4,
clickbench,q20,measured,134.836,ok,1,
clickbench,q21,measured,124.105,ok,10,
clickbench,q22,measured,121.536,ok,10,
clickbench,q23,measured,38.918,ok,10,
clickbench,q24,measured,11.559,ok,10,
clickbench,q25,measured,29.481,ok,10,
clickbench,q26,measured,9.736,ok,10,
clickbench,q27,measured,104.566,ok,25,
clickbench,q28,measured,1572.838,ok,25,
clickbench,q29,measured,13.127,ok,1,
clickbench,q30,measured,82.240,ok,10,
clickbench,q31,measured,97.606,ok,10,
clickbench,q32,measured,419.718,ok,10,
clickbench,q33,measured,360.819,ok,10,
clickbench,q34,measured,396.775,ok,10,
clickbench,q35,measured,120.651,ok,10,
clickbench,q36,measured,26.825,ok,10,
clickbench,q37,measured,14.542,ok,10,
clickbench,q38,measured,15.814,ok,10,
clickbench,q39,measured,89.623,ok,10,
clickbench,q40,measured,19.168,ok,10,
clickbench,q41,measured,13.254,ok,10,
clickbench,q42,measured,39.155,ok,10,
redbench,q0006,measured,3.994,ok,0,
redbench,q0007,measured,4.164,ok,0,
redbench,q0008,measured,5.675,ok,0,
redbench,q0010,measured,3.185,ok,0,
redbench,q0024,measured,1.796,ok,0,
redbench,q0025,measured,1.397,ok,0,
redbench,q0029,measured,2.735,ok,0,
redbench,q0034,measured,2.943,ok,0,
redbench,q0037,measured,2.092,ok,0,
redbench,q0039,measured,1.894,ok,0,
redbench,q0045,measured,2.711,ok,0,
redbench,q0050,measured,1.682,ok,0,
redbench,q0065,measured,3.073,ok,0,
redbench,q0074,measured,4.697,ok,0,
redbench,q0076,measured,1.804,ok,0,
redbench,q0087,measured,1.979,ok,0,
redbench,q0090,measured,2.546,ok,0,
redbench,q0099,measured,1.456,ok,0,
redbench,q0116,measured,2.351,ok,0,
redbench,q0117,measured,1.434,ok,0,
redbench,q0120,measured,2.277,ok,0,
redbench,q0121,measured,2.627,ok,0,
redbench,q0127,measured,2.872,ok,0,
redbench,q0129,measured,1.868,ok,0,
redbench,q0144,measured,1.314,ok,0,
redbench,q0149,measured,1.735,ok,0,
redbench,q0152,measured,1.474,ok,0,
redbench,q0155,measured,2.540,ok,0,
redbench,q0157,measured,2.591,ok,0,
redbench,q0158,measured,1.479,ok,0,
redbench,q0160,measured,2.956,ok,0,
redbench,q0162,measured,71.968,ok,0,
redbench,q0165,measured,31.186,ok,0,
redbench,q0173,measured,3.019,ok,0,
redbench,q0175,measured,2.961,ok,0,
redbench,q0179,measured,29.664,ok,0,
redbench,q0187,measured,2.495,ok,0,
redbench,q0188,measured,34.780,ok,0,
redbench,q0191,measured,2.380,ok,0,
redbench,q0196,measured,2.499,ok,0,
redbench,q0198,measured,33.991,ok,0,
redbench,q0212,measured,4.609,ok,0,
redbench,q0215,measured,34.670,ok,0,
redbench,q0220,measured,2.307,ok,0,
redbench,q0221,measured,1.674,ok,0,
redbench,q0223,measured,1.680,ok,0,
redbench,q0225,measured,1.797,ok,0,
redbench,q0227,measured,31.350,ok,0,
redbench,q0231,measured,3.630,ok,0,
redbench,q0237,measured,1.609,ok,0,
redbench,q0246,measured,2.102,ok,0,
redbench,q0267,measured,2.005,ok,0,
redbench,q0270,measured,1.893,ok,0,
redbench,q0275,measured,3.223,ok,0,
redbench,q0278,measured,31.412,ok,0,
redbench,q0291,measured,2.491,ok,0,
redbench,q0304,measured,3.489,ok,0,
redbench,q0324,measured,2.776,ok,0,
redbench,q0331,measured,2.839,ok,0,
redbench,q0332,measured,3.842,ok,0,
redbench,q0334,measured,1.911,ok,0,
redbench,q0338,measured,5.618,ok,0,
redbench,q0339,measured,1.622,ok,0,
redbench,q0342,measured,4.435,ok,0,
redbench,q0348,measured,2.033,ok,0,
redbench,q0358,measured,1.862,ok,0,
redbench,q0362,measured,1.690,ok,0,
redbench,q0368,measured,2.585,ok,0,
redbench,q0371,measured,1.482,ok,0,
redbench,q0372,measured,1.410,ok,0,
redbench,q0374,measured,5.961,ok,0,
redbench,q0375,measured,1.505,ok,0,
redbench,q0399,measured,2.884,ok,0,
redbench,q0409,measured,1.685,ok,0,
redbench,q0414,measured,2.171,ok,0,
redbench,q0416,measured,2.306,ok,0,
redbench,q0420,measured,2.952,ok,0,
redbench,q0422,measured,1.582,ok,0,
redbench,q0434,measured,4.975,ok,0,
redbench,q0439,measured,1.882,ok,0,
redbench,q0440,measured,1.660,ok,0,
redbench,q0447,measured,1.365,ok,0,
redbench,q0450,measured,1.424,ok,0,
redbench,q0453,measured,2.211,ok,0,
redbench,q0457,measured,3.178,ok,0,
redbench,q0463,measured,2.907,ok,0,
redbench,q0468,measured,1.303,ok,0,
redbench,q0470,measured,2.710,ok,0,
redbench,q0471,measured,1.388,ok,0,
redbench,q0484,measured,2.322,ok,0,
redbench,q0486,measured,1.249,ok,0,
redbench,q0488,measured,1.438,ok,0,
redbench,q0490,measured,1.372,ok,0,
redbench,q0492,measured,1.951,ok,0,
redbench,q0497,measured,1.775,ok,0,
redbench,q0498,measured,1.558,ok,0,
redbench,q0501,measured,2.798,ok,0,
redbench,q0508,measured,1.410,ok,0,
redbench,q0509,measured,1.378,ok,0,
redbench,q0514,measured,2.445,ok,0,
redbench,q0516,measured,2.801,ok,0,
redbench,q0517,measured,1.500,ok,0,
redbench,q0526,measured,1.288,ok,0,
redbench,q0532,measured,1.903,ok,0,
redbench,q0536,measured,1.678,ok,0,
redbench,q0542,measured,,error,0,"Parser Error: unterminated quoted string at or near ""'''Rosecleer Alice Amelia Blanche Kingwell'' (31 October 1903 - 10 April 1943) (her death)""

LINE 1: ...' A"
redbench,q0545,measured,1.442,ok,0,
redbench,q0550,measured,1.572,ok,0,
redbench,q0553,measured,1.950,ok,0,
