variant,tier,engine,query_id,median_ms,n_success
baseline,low,cedardb,query_64,75.0,10
baseline,low,cedardb,query_65,65.0,10
baseline,low,cedardb,query_66,95.0,10
baseline,low,cedardb,query_67,76.0,10
baseline,low,cedardb,query_68,144.0,10
baseline,low,cedardb,query_69,2566.0,10
baseline,low,cedardb,query_70,1013.5,10
baseline,low,cedardb,query_71,271.0,10
baseline,low,cedardb,query_73,74.0,10
baseline,low,cedardb,query_74,73.5,10
baseline,low,cedardb,query_75,95.5,10
baseline,low,cedardb,query_76,186.5,10
baseline,low,cedardb,query_77,1917.0,10
baseline,low,cedardb,query_79,61.0,10
baseline,low,cedardb,query_80,53.5,10
baseline,low,cedardb,query_81,96.5,10
baseline,low,cedardb,query_82,68.5,10
baseline,low,cedardb,query_83,102.0,10
baseline,low,cedardb,query_84,139.0,10
baseline,low,cedardb,query_85,180.0,10
baseline,low,cedardb,query_86,82.5,10
baseline,low,cedardb,query_87,219.0,10
baseline,low,cedardb,query_88,123.0,10
baseline,low,cedardb,query_89,176.0,10
baseline,low,cedardb,query_91,54.0,10
baseline,low,cedardb,query_92,60.0,10
baseline,low,cedardb,query_93,275.5,10
baseline,low,cedardb,query_94,104.0,10
baseline,low,cedardb,query_95,74.5,10
baseline,low,cedardb,query_97,39.0,10
baseline,low,cedardb,query_98,137.5,10
baseline,low,cedardb,query_99,80.5,10
baseline,low,cedardb,query_union_U2,927.5,10
baseline,low,cedardb,query_union_U5,2346.0,10
baseline,low,cedardb,query_union_U10,6897.0,10
baseline,low,cedardb,query_union_U20,16085.5,10
baseline,low,cedardb,query_union_U200,186018.0,10
baseline,low,duckdb,query_1,123.0,10
baseline,low,duckdb,query_2,348.0,10
baseline,low,duckdb,query_3,754.5,10
baseline,low,duckdb,query_4,243.5,10
baseline,low,duckdb,query_5,251.0,10
baseline,low,duckdb,query_6,409.5,10
baseline,low,duckdb,query_7,125.5,10
baseline,low,duckdb,query_8,280.0,10
baseline,low,duckdb,query_9,237.0,10
baseline,low,duckdb,query_10,555.0,10
baseline,low,duckdb,query_11,229.0,10
baseline,low,duckdb,query_12,239.5,10
baseline,low,duckdb,query_13,133.5,10
baseline,low,duckdb,query_14,185.5,10
baseline,low,duckdb,query_15,196.5,10
baseline,low,duckdb,query_17,221.0,10
baseline,low,duckdb,query_18,219.5,10
baseline,low,duckdb,query_20,441.0,10
baseline,low,duckdb,query_21,904.0,10
baseline,low,duckdb,query_22,225.0,10
baseline,low,duckdb,query_23,650.5,10
baseline,low,duckdb,query_24,199.5,10
baseline,low,duckdb,query_25,141.0,10
baseline,low,duckdb,query_26,347.0,10
baseline,low,duckdb,query_27,207.0,10
baseline,low,duckdb,query_28,300.5,10
baseline,low,duckdb,query_30,340.0,10
baseline,low,duckdb,query_31,239.0,10
baseline,low,duckdb,query_32,282.5,10
baseline,low,duckdb,query_33,299.0,10
baseline,low,duckdb,query_35,1189.5,10
baseline,low,duckdb,query_36,292.0,10
baseline,low,duckdb,query_37,309.0,10
baseline,low,duckdb,query_39,353.0,10
baseline,low,duckdb,query_40,112.0,10
baseline,low,duckdb,query_41,384.0,10
baseline,low,duckdb,query_42,474.0,10
baseline,low,duckdb,query_43,371.0,10
baseline,low,duckdb,query_44,164.5,10
baseline,low,duckdb,query_45,280.5,10
baseline,low,duckdb,query_46,1336.0,10
baseline,low,duckdb,query_47,615.0,10
baseline,low,duckdb,query_48,424.5,10
baseline,low,duckdb,query_49,161.5,10
baseline,low,duckdb,query_50,261.5,10
baseline,low,duckdb,query_51,480.5,10
baseline,low,duckdb,query_52,272.0,10
baseline,low,duckdb,query_53,349.5,10
baseline,low,duckdb,query_54,319.0,10
baseline,low,duckdb,query_55,1339.0,10
baseline,low,duckdb,query_56,254.5,10
baseline,low,duckdb,query_57,194.0,10
baseline,low,duckdb,query_58,238.0,10
baseline,low,duckdb,query_59,326.0,10
baseline,low,duckdb,query_60,271.5,10
baseline,low,duckdb,query_61,279.0,10
baseline,low,duckdb,query_62,126.5,10
baseline,low,duckdb,query_63,539.5,10
baseline,low,duckdb,query_64,161.5,10
baseline,low,duckdb,query_65,125.0,10
baseline,low,duckdb,query_66,257.0,10
baseline,low,duckdb,query_67,201.0,10
baseline,low,duckdb,query_68,458.5,10
baseline,low,duckdb,query_69,571.5,10
baseline,low,duckdb,query_70,370.5,10
baseline,low,duckdb,query_71,492.0,10
baseline,low,duckdb,query_73,267.0,10
baseline,low,duckdb,query_74,267.0,10
baseline,low,duckdb,query_75,239.5,10
baseline,low,duckdb,query_76,312.0,10
baseline,low,duckdb,query_77,319.0,10
baseline,low,duckdb,query_79,212.0,10
baseline,low,duckdb,query_80,115.5,10
baseline,low,duckdb,query_81,271.5,10
baseline,low,duckdb,query_82,176.5,10
baseline,low,duckdb,query_83,268.5,10
baseline,low,duckdb,query_84,257.0,10
baseline,low,duckdb,query_85,221.0,10
baseline,low,duckdb,query_86,168.0,10
baseline,low,duckdb,query_87,387.5,10
baseline,low,duckdb,query_88,268.0,10
baseline,low,duckdb,query_89,295.0,10
baseline,low,duckdb,query_91,296.0,10
baseline,low,duckdb,query_92,280.0,10
baseline,low,duckdb,query_93,573.5,10
baseline,low,duckdb,query_94,254.5,10
baseline,low,duckdb,query_95,292.0,10
baseline,low,duckdb,query_97,225.0,10
baseline,low,duckdb,query_98,369.0,10
baseline,low,duckdb,query_99,350.0,10
baseline,low,duckdb,query_union_U2,174.5,10
baseline,low,duckdb,query_union_U5,268.5,10
baseline,low,duckdb,query_union_U10,538.0,10
baseline,low,duckdb,query_union_U20,1090.0,10
baseline,low,duckdb,query_union_U200,10860.5,10
baseline,low,monetdb,query_1,37.0,10
baseline,low,monetdb,query_2,391.5,10
baseline,low,monetdb,query_3,6078.5,10
baseline,low,monetdb,query_4,109.5,10
baseline,low,monetdb,query_5,6544.0,10
baseline,low,monetdb,query_6,6628.0,10
baseline,low,monetdb,query_7,58.0,10
baseline,low,monetdb,query_8,148.0,10
baseline,low,monetdb,query_9,787.5,10
baseline,low,monetdb,query_10,10652.0,10
baseline,low,monetdb,query_11,15.5,10
baseline,low,monetdb,query_12,123.5,10
baseline,low,monetdb,query_13,63.5,10
baseline,low,monetdb,query_14,516.0,10
baseline,low,monetdb,query_15,72.5,10
baseline,low,monetdb,query_17,297.5,10
baseline,low,monetdb,query_18,44.0,10
baseline,low,monetdb,query_20,799.0,10
baseline,low,monetdb,query_21,16.0,10
baseline,low,monetdb,query_22,111.5,10
baseline,low,monetdb,query_23,284.0,10
baseline,low,monetdb,query_24,160.5,10
baseline,low,monetdb,query_25,82.5,10
baseline,low,monetdb,query_26,581.5,10
baseline,low,monetdb,query_27,74.5,10
baseline,low,monetdb,query_28,270.5,10
baseline,low,monetdb,query_30,837.5,10
baseline,low,monetdb,query_31,49.5,10
baseline,low,monetdb,query_32,188.5,10
baseline,low,monetdb,query_33,131.5,10
baseline,low,monetdb,query_35,11530.5,10
baseline,low,monetdb,query_36,87.0,10
baseline,low,monetdb,query_37,266.0,10
baseline,low,monetdb,query_39,150.0,10
baseline,low,monetdb,query_40,41.0,10
baseline,low,monetdb,query_41,1405.5,10
baseline,low,monetdb,query_42,583.0,10
baseline,low,monetdb,query_43,3456.0,10
baseline,low,monetdb,query_44,42.5,10
baseline,low,monetdb,query_45,216.5,10
baseline,low,monetdb,query_46,8300.5,10
baseline,low,monetdb,query_47,952.0,10
baseline,low,monetdb,query_48,3361.0,10
baseline,low,monetdb,query_49,113.5,10
baseline,low,monetdb,query_50,916.0,10
baseline,low,monetdb,query_51,1648.0,10
baseline,low,monetdb,query_52,1146.0,10
baseline,low,monetdb,query_53,774.5,10
baseline,low,monetdb,query_54,1267.0,10
baseline,low,monetdb,query_55,6839.5,10
baseline,low,monetdb,query_56,119.5,10
baseline,low,monetdb,query_57,75.5,10
baseline,low,monetdb,query_58,150.5,10
baseline,low,monetdb,query_59,124.5,10
baseline,low,monetdb,query_60,159.0,10
baseline,low,monetdb,query_61,152.0,10
baseline,low,monetdb,query_62,30.0,10
baseline,low,monetdb,query_63,140.0,10
baseline,low,monetdb,query_64,57.5,10
baseline,low,monetdb,query_65,61.0,10
baseline,low,monetdb,query_66,84.0,10
baseline,low,monetdb,query_67,83.0,10
baseline,low,monetdb,query_68,4140.5,10
baseline,low,monetdb,query_69,9739.5,10
baseline,low,monetdb,query_70,658.0,10
baseline,low,monetdb,query_71,1459.0,10
baseline,low,monetdb,query_73,78.5,10
baseline,low,monetdb,query_74,85.0,10
baseline,low,monetdb,query_75,63.5,10
baseline,low,monetdb,query_76,1509.5,10
baseline,low,monetdb,query_77,1387.5,10
baseline,low,monetdb,query_79,74.0,10
baseline,low,monetdb,query_80,31.0,10
baseline,low,monetdb,query_81,95.5,10
baseline,low,monetdb,query_82,48.0,10
baseline,low,monetdb,query_83,40.0,10
baseline,low,monetdb,query_84,1608.0,10
baseline,low,monetdb,query_85,110.0,10
baseline,low,monetdb,query_86,1088.5,10
baseline,low,monetdb,query_87,1443.0,10
baseline,low,monetdb,query_88,98.0,10
baseline,low,monetdb,query_89,203.5,10
baseline,low,monetdb,query_91,99.5,10
baseline,low,monetdb,query_92,76.5,10
baseline,low,monetdb,query_93,3402.0,10
baseline,low,monetdb,query_94,491.0,10
baseline,low,monetdb,query_95,86.0,10
baseline,low,monetdb,query_97,38.0,10
baseline,low,monetdb,query_98,829.5,10
baseline,low,monetdb,query_99,90.5,10
baseline,low,monetdb,query_union_U2,1054.5,10
baseline,low,monetdb,query_union_U5,2577.0,10
baseline,low,monetdb,query_union_U10,7202.5,10
baseline,low,monetdb,query_union_U20,15707.5,10
baseline,low,monetdb,query_union_U200,214171.0,10
combined,low,cedardb,query_1,49.0,10
combined,low,cedardb,query_2,587.0,10
combined,low,cedardb,query_3,683.5,10
combined,low,cedardb,query_4,99.0,10
combined,low,cedardb,query_5,122.5,10
combined,low,cedardb,query_6,136.0,10
combined,low,cedardb,query_7,65.0,10
combined,low,cedardb,query_8,126.0,10
combined,low,cedardb,query_9,150.5,10
combined,low,cedardb,query_10,346.5,10
combined,low,cedardb,query_11,88.5,10
combined,low,cedardb,query_12,91.5,10
combined,low,cedardb,query_13,51.0,10
combined,low,cedardb,query_14,109.0,10
combined,low,cedardb,query_15,60.0,10
combined,low,cedardb,query_17,65.5,10
combined,low,cedardb,query_18,92.0,10
combined,low,cedardb,query_20,142.0,10
combined,low,cedardb,query_21,109.5,10
combined,low,cedardb,query_22,106.5,10
combined,low,cedardb,query_23,117.5,10
combined,low,cedardb,query_24,96.0,10
combined,low,cedardb,query_25,59.0,10
combined,low,cedardb,query_26,82.0,10
combined,low,cedardb,query_27,87.0,10
combined,low,cedardb,query_28,101.0,10
combined,low,cedardb,query_30,1283.5,10
combined,low,cedardb,query_31,83.0,10
combined,low,cedardb,query_32,259.5,10
combined,low,cedardb,query_33,74.5,10
combined,low,cedardb,query_35,488.0,10
combined,low,cedardb,query_36,178.5,10
combined,low,cedardb,query_37,138.0,10
combined,low,cedardb,query_39,80.0,10
combined,low,cedardb,query_40,55.0,10
combined,low,cedardb,query_41,181.0,10
combined,low,cedardb,query_42,463.0,10
combined,low,cedardb,query_43,81.5,10
combined,low,cedardb,query_44,62.0,10
combined,low,cedardb,query_45,194.0,10
combined,low,cedardb,query_46,725.5,10
combined,low,cedardb,query_47,396.5,10
combined,low,cedardb,query_48,482.0,10
combined,low,cedardb,query_49,105.5,10
combined,low,cedardb,query_50,105.5,10
combined,low,cedardb,query_51,197.5,10
combined,low,cedardb,query_52,134.0,10
combined,low,cedardb,query_53,104.5,10
combined,low,cedardb,query_54,2145.0,10
combined,low,cedardb,query_55,1472.5,10
combined,low,cedardb,query_56,150.5,10
combined,low,cedardb,query_57,59.5,10
combined,low,cedardb,query_58,84.5,10
combined,low,cedardb,query_59,160.5,10
combined,low,cedardb,query_60,83.5,10
combined,low,cedardb,query_61,79.5,10
combined,low,cedardb,query_62,79.5,10
combined,low,cedardb,query_63,105.0,10
combined,low,cedardb,query_64,64.5,10
combined,low,cedardb,query_65,64.0,10
combined,low,cedardb,query_66,92.5,10
combined,low,cedardb,query_67,56.5,10
combined,low,cedardb,query_68,150.0,10
combined,low,cedardb,query_69,2603.5,10
combined,low,cedardb,query_70,529.0,10
combined,low,cedardb,query_71,262.5,10
combined,low,cedardb,query_73,76.0,10
combined,low,cedardb,query_74,77.0,10
combined,low,cedardb,query_75,95.0,10
combined,low,cedardb,query_76,183.0,10
combined,low,cedardb,query_77,1942.0,10
combined,low,cedardb,query_79,62.0,10
combined,low,cedardb,query_80,54.5,10
combined,low,cedardb,query_81,92.5,10
combined,low,cedardb,query_82,76.0,10
combined,low,cedardb,query_83,102.0,10
combined,low,cedardb,query_84,147.5,10
combined,low,cedardb,query_85,180.0,10
combined,low,cedardb,query_86,82.0,10
combined,low,cedardb,query_87,215.0,10
combined,low,cedardb,query_88,125.0,10
combined,low,cedardb,query_89,174.5,10
combined,low,cedardb,query_91,59.5,10
combined,low,cedardb,query_92,63.0,10
combined,low,cedardb,query_93,277.5,10
combined,low,cedardb,query_94,106.0,10
combined,low,cedardb,query_95,80.5,10
combined,low,cedardb,query_97,40.0,10
combined,low,cedardb,query_98,141.0,10
combined,low,cedardb,query_99,82.0,10
combined,low,cedardb,query_union_U2,925.5,10
combined,low,cedardb,query_union_U5,2405.5,10
combined,low,cedardb,query_union_U10,7001.5,10
combined,low,cedardb,query_union_U20,16446.5,10
combined,low,cedardb,query_union_U200,185949.0,10
combined,low,duckdb,query_1,122.0,10
combined,low,duckdb,query_2,346.5,10
combined,low,duckdb,query_3,815.5,10
combined,low,duckdb,query_4,254.0,10
combined,low,duckdb,query_5,253.0,10
combined,low,duckdb,query_6,399.5,10
combined,low,duckdb,query_7,127.0,10
combined,low,duckdb,query_8,276.0,10
combined,low,duckdb,query_9,238.5,10
combined,low,duckdb,query_10,557.5,10
combined,low,duckdb,query_11,218.0,10
combined,low,duckdb,query_12,233.5,10
combined,low,duckdb,query_13,133.5,10
combined,low,duckdb,query_14,179.0,10
combined,low,duckdb,query_15,210.0,10
combined,low,duckdb,query_17,216.5,10
combined,low,duckdb,query_18,231.0,10
combined,low,duckdb,query_20,431.0,10
combined,low,duckdb,query_21,921.5,10
combined,low,duckdb,query_22,243.5,10
combined,low,duckdb,query_23,656.5,10
combined,low,duckdb,query_24,201.0,10
combined,low,duckdb,query_25,145.5,10
combined,low,duckdb,query_26,322.5,10
combined,low,duckdb,query_27,202.5,10
combined,low,duckdb,query_28,302.0,10
combined,low,duckdb,query_30,332.5,10
combined,low,duckdb,query_31,238.0,10
combined,low,duckdb,query_32,266.0,10
combined,low,duckdb,query_33,276.5,10
combined,low,duckdb,query_35,1185.5,10
combined,low,duckdb,query_36,288.5,10
combined,low,duckdb,query_37,299.5,10
combined,low,duckdb,query_39,341.0,10
combined,low,duckdb,query_40,114.0,10
combined,low,duckdb,query_41,383.5,10
combined,low,duckdb,query_42,506.5,10
combined,low,duckdb,query_43,384.5,10
combined,low,duckdb,query_44,170.5,10
combined,low,duckdb,query_45,290.5,10
combined,low,duckdb,query_46,1264.5,10
combined,low,duckdb,query_47,620.5,10
combined,low,duckdb,query_48,436.0,10
combined,low,duckdb,query_49,159.0,10
combined,low,duckdb,query_50,259.5,10
combined,low,duckdb,query_51,451.0,10
combined,low,duckdb,query_52,259.5,10
combined,low,duckdb,query_53,343.0,10
combined,low,duckdb,query_54,292.0,10
combined,low,duckdb,query_55,1264.5,10
combined,low,duckdb,query_56,229.5,10
combined,low,duckdb,query_57,196.5,10
combined,low,duckdb,query_58,236.0,10
combined,low,duckdb,query_59,330.5,10
combined,low,duckdb,query_60,260.5,10
combined,low,duckdb,query_61,278.0,10
combined,low,duckdb,query_62,124.0,10
combined,low,duckdb,query_63,526.5,10
combined,low,duckdb,query_64,163.5,10
combined,low,duckdb,query_65,132.0,10
combined,low,duckdb,query_66,248.0,10
combined,low,duckdb,query_67,190.0,10
combined,low,duckdb,query_68,427.5,10
combined,low,duckdb,query_69,572.5,10
combined,low,duckdb,query_70,302.5,10
combined,low,duckdb,query_71,493.0,10
combined,low,duckdb,query_73,243.5,10
combined,low,duckdb,query_74,267.5,10
combined,low,duckdb,query_75,222.0,10
combined,low,duckdb,query_76,321.5,10
combined,low,duckdb,query_77,287.0,10
combined,low,duckdb,query_79,204.0,10
combined,low,duckdb,query_80,118.0,10
combined,low,duckdb,query_81,277.5,10
combined,low,duckdb,query_82,170.5,10
combined,low,duckdb,query_83,272.5,10
combined,low,duckdb,query_84,258.0,10
combined,low,duckdb,query_85,218.0,10
combined,low,duckdb,query_86,166.5,10
combined,low,duckdb,query_87,381.5,10
combined,low,duckdb,query_88,262.5,10
combined,low,duckdb,query_89,281.5,10
combined,low,duckdb,query_91,299.0,10
combined,low,duckdb,query_92,276.5,10
combined,low,duckdb,query_93,587.0,10
combined,low,duckdb,query_94,248.5,10
combined,low,duckdb,query_95,305.0,10
combined,low,duckdb,query_97,222.0,10
combined,low,duckdb,query_98,350.0,10
combined,low,duckdb,query_99,316.0,10
combined,low,duckdb,query_union_U2,174.0,10
combined,low,duckdb,query_union_U5,267.0,10
combined,low,duckdb,query_union_U10,607.0,10
combined,low,duckdb,query_union_U20,1239.0,10
combined,low,duckdb,query_union_U200,11063.0,10
combined,low,monetdb,query_1,34.5,10
combined,low,monetdb,query_2,384.0,10
combined,low,monetdb,query_3,6147.0,10
combined,low,monetdb,query_4,108.5,10
combined,low,monetdb,query_5,6633.5,10
combined,low,monetdb,query_6,7808.5,10
combined,low,monetdb,query_7,56.5,10
combined,low,monetdb,query_8,141.5,10
combined,low,monetdb,query_9,802.0,10
combined,low,monetdb,query_10,11251.5,10
combined,low,monetdb,query_11,16.0,10
combined,low,monetdb,query_12,122.5,10
combined,low,monetdb,query_13,53.0,10
combined,low,monetdb,query_14,471.0,10
combined,low,monetdb,query_15,74.0,10
combined,low,monetdb,query_17,307.5,10
combined,low,monetdb,query_18,45.0,10
combined,low,monetdb,query_20,838.5,10
combined,low,monetdb,query_21,16.0,10
combined,low,monetdb,query_22,109.5,10
combined,low,monetdb,query_23,290.5,10
combined,low,monetdb,query_24,170.0,10
combined,low,monetdb,query_25,82.0,10
combined,low,monetdb,query_26,606.0,10
combined,low,monetdb,query_27,76.5,10
combined,low,monetdb,query_28,269.5,10
combined,low,monetdb,query_30,833.5,10
combined,low,monetdb,query_31,51.0,10
combined,low,monetdb,query_32,199.0,10
combined,low,monetdb,query_33,140.5,10
combined,low,monetdb,query_35,12352.5,10
combined,low,monetdb,query_36,82.0,10
combined,low,monetdb,query_37,240.5,10
combined,low,monetdb,query_39,152.5,10
combined,low,monetdb,query_40,43.5,10
combined,low,monetdb,query_41,1361.0,10
combined,low,monetdb,query_42,588.5,10
combined,low,monetdb,query_43,3444.0,10
combined,low,monetdb,query_44,42.5,10
combined,low,monetdb,query_45,199.5,10
combined,low,monetdb,query_46,8436.0,10
combined,low,monetdb,query_47,963.0,10
combined,low,monetdb,query_48,3602.0,10
combined,low,monetdb,query_49,116.5,10
combined,low,monetdb,query_50,928.5,10
combined,low,monetdb,query_51,1745.0,10
combined,low,monetdb,query_52,1130.5,10
combined,low,monetdb,query_53,782.0,10
combined,low,monetdb,query_54,1253.0,10
combined,low,monetdb,query_55,6640.0,10
combined,low,monetdb,query_56,122.0,10
combined,low,monetdb,query_57,68.5,10
combined,low,monetdb,query_58,152.5,10
combined,low,monetdb,query_59,129.5,10
combined,low,monetdb,query_60,154.5,10
combined,low,monetdb,query_61,155.5,10
combined,low,monetdb,query_62,30.0,10
combined,low,monetdb,query_63,135.5,10
combined,low,monetdb,query_64,57.0,10
combined,low,monetdb,query_65,60.5,10
combined,low,monetdb,query_66,84.0,10
combined,low,monetdb,query_67,83.5,10
combined,low,monetdb,query_68,4120.0,10
combined,low,monetdb,query_69,9689.5,10
combined,low,monetdb,query_70,355.5,10
combined,low,monetdb,query_71,1462.0,10
combined,low,monetdb,query_73,78.5,10
combined,low,monetdb,query_74,84.0,10
combined,low,monetdb,query_75,53.0,10
combined,low,monetdb,query_76,1484.5,10
combined,low,monetdb,query_77,1319.5,10
combined,low,monetdb,query_79,73.0,10
combined,low,monetdb,query_80,32.0,10
combined,low,monetdb,query_81,93.5,10
combined,low,monetdb,query_82,46.5,10
combined,low,monetdb,query_83,40.0,10
combined,low,monetdb,query_84,1618.5,10
combined,low,monetdb,query_85,105.5,10
combined,low,monetdb,query_86,1055.0,10
combined,low,monetdb,query_87,2160.0,10
combined,low,monetdb,query_88,97.0,10
combined,low,monetdb,query_89,223.0,10
combined,low,monetdb,query_91,109.0,10
combined,low,monetdb,query_92,77.5,10
combined,low,monetdb,query_93,3329.5,10
combined,low,monetdb,query_94,519.0,10
combined,low,monetdb,query_95,89.0,10
combined,low,monetdb,query_97,39.5,10
combined,low,monetdb,query_98,800.5,10
combined,low,monetdb,query_99,93.0,10
combined,low,monetdb,query_union_U2,1044.0,10
combined,low,monetdb,query_union_U5,2598.5,10
combined,low,monetdb,query_union_U10,7264.5,10
combined,low,monetdb,query_union_U20,15718.0,10
combined,low,monetdb,query_union_U200,216529.0,10
full,low,cedardb,query_1,46.0,10
full,low,cedardb,query_2,401.5,10
full,low,cedardb,query_3,681.5,10
full,low,cedardb,query_4,107.0,10
full,low,cedardb,query_5,123.5,10
full,low,cedardb,query_6,132.5,10
full,low,cedardb,query_7,69.5,10
full,low,cedardb,query_8,144.5,10
full,low,cedardb,query_9,466.0,10
full,low,cedardb,query_10,363.5,10
full,low,cedardb,query_11,84.0,10
full,low,cedardb,query_12,96.5,10
full,low,cedardb,query_13,53.0,10
full,low,cedardb,query_14,113.0,10
full,low,cedardb,query_15,58.0,10
full,low,cedardb,query_17,71.0,10
full,low,cedardb,query_18,93.5,10
full,low,cedardb,query_20,124.5,10
full,low,cedardb,query_21,107.0,10
full,low,cedardb,query_22,110.0,10
full,low,cedardb,query_23,91.0,10
full,low,cedardb,query_24,104.5,10
full,low,cedardb,query_25,61.5,10
full,low,cedardb,query_26,78.5,10
full,low,cedardb,query_27,88.5,10
full,low,cedardb,query_28,89.5,10
full,low,cedardb,query_30,1291.0,10
full,low,cedardb,query_31,82.5,10
full,low,cedardb,query_32,256.5,10
full,low,cedardb,query_33,64.0,10
full,low,cedardb,query_35,469.0,10
full,low,cedardb,query_36,186.5,10
full,low,cedardb,query_37,114.5,10
full,low,cedardb,query_39,66.0,10
full,low,cedardb,query_40,57.0,10
full,low,cedardb,query_41,500.5,10
full,low,cedardb,query_42,466.0,10
full,low,cedardb,query_43,73.0,10
full,low,cedardb,query_44,64.5,10
full,low,cedardb,query_45,200.5,10
full,low,cedardb,query_46,729.5,10
full,low,cedardb,query_47,236.0,10
full,low,cedardb,query_48,490.0,10
full,low,cedardb,query_49,107.0,10
full,low,cedardb,query_50,119.5,10
full,low,cedardb,query_51,1076.5,10
full,low,cedardb,query_52,89.0,10
full,low,cedardb,query_53,208.0,10
full,low,cedardb,query_54,2168.0,10
full,low,cedardb,query_55,1479.0,10
full,low,cedardb,query_56,144.5,10
full,low,cedardb,query_57,73.5,10
full,low,cedardb,query_58,80.0,10
full,low,cedardb,query_59,160.5,10
full,low,cedardb,query_60,84.0,10
full,low,cedardb,query_61,81.0,10
full,low,cedardb,query_62,79.5,10
full,low,cedardb,query_63,107.0,10
full,low,cedardb,query_64,67.0,10
full,low,cedardb,query_65,64.5,10
full,low,cedardb,query_66,114.0,10
full,low,cedardb,query_67,57.0,10
full,low,cedardb,query_68,144.0,10
full,low,cedardb,query_69,2599.5,10
full,low,cedardb,query_70,534.0,10
full,low,cedardb,query_71,260.0,10
full,low,cedardb,query_73,67.5,10
full,low,cedardb,query_74,111.0,10
full,low,cedardb,query_75,95.5,10
full,low,cedardb,query_76,666.0,10
full,low,cedardb,query_77,1997.0,10
full,low,cedardb,query_79,61.0,10
full,low,cedardb,query_80,52.0,10
full,low,cedardb,query_81,89.0,10
full,low,cedardb,query_82,88.5,10
full,low,cedardb,query_83,107.5,10
full,low,cedardb,query_84,123.5,10
full,low,cedardb,query_85,144.0,10
full,low,cedardb,query_86,84.0,10
full,low,cedardb,query_87,242.0,10
full,low,cedardb,query_88,139.0,10
full,low,cedardb,query_89,146.5,10
full,low,cedardb,query_91,58.0,10
full,low,cedardb,query_92,60.5,10
full,low,cedardb,query_93,1821.0,10
full,low,cedardb,query_94,107.5,10
full,low,cedardb,query_95,69.0,10
full,low,cedardb,query_97,42.0,10
full,low,cedardb,query_98,131.5,10
full,low,cedardb,query_99,81.5,10
full,low,cedardb,query_union_U2,925.5,10
full,low,cedardb,query_union_U5,2283.5,10
full,low,cedardb,query_union_U10,6801.5,10
full,low,cedardb,query_union_U20,16246.0,10
full,low,cedardb,query_union_U200,188084.5,10
full,low,duckdb,query_1,116.0,10
full,low,duckdb,query_2,308.5,10
full,low,duckdb,query_3,809.5,10
full,low,duckdb,query_4,235.0,10
full,low,duckdb,query_5,258.5,10
full,low,duckdb,query_6,411.5,10
full,low,duckdb,query_7,130.0,10
full,low,duckdb,query_8,266.0,10
full,low,duckdb,query_9,412.5,10
full,low,duckdb,query_10,514.5,10
full,low,duckdb,query_11,227.0,10
full,low,duckdb,query_12,219.0,10
full,low,duckdb,query_13,131.5,10
full,low,duckdb,query_14,188.0,10
